The first step of wtdbg2 assembly involves assembling the raw reads (fastq file) and generating the contig layout and edge sequences in a file ending with the suffix ".ctg.lay.gz" using the command below:
$ wtdbg2 -i SRR25038556.fastq -o ./ICA_wtdbg2_output -g 500m -t 200 -x sq

These results in this file were generated from the ICA_wtdbg2_output.ctg.lay.gz file using the command below:
$ zcat ICA_wtdbg2_output.ctg.lay.gz | grep -oP '^>ctg\d+\s+nodes=\d+\s+len=\d+' > contigs_after_wtdbg2_step_1.txt

! There are 3363 contigs in total. !

>ctg1 nodes=4652 len=5886208
>ctg778 nodes=10 len=12288
>ctg779 nodes=12 len=12288
>ctg780 nodes=7 len=12288
>ctg781 nodes=9 len=12288
>ctg782 nodes=10 len=12288
>ctg783 nodes=8 len=12288
>ctg784 nodes=11 len=12288
>ctg785 nodes=12 len=12288
>ctg786 nodes=11 len=12288
>ctg787 nodes=12 len=12288
>ctg788 nodes=7 len=12288
>ctg789 nodes=5 len=14336
>ctg790 nodes=11 len=12288
>ctg791 nodes=7 len=12288
>ctg792 nodes=12 len=12288
>ctg793 nodes=9 len=12032
>ctg794 nodes=3 len=12288
>ctg795 nodes=9 len=12288
>ctg796 nodes=7 len=12032
>ctg797 nodes=7 len=12032
>ctg798 nodes=12 len=12032
>ctg799 nodes=17 len=17664
>ctg800 nodes=12 len=12032
>ctg801 nodes=10 len=12032
>ctg802 nodes=11 len=12032
>ctg803 nodes=4 len=12032
>ctg804 nodes=5 len=12032
>ctg805 nodes=11 len=12032
>ctg806 nodes=12 len=12032
>ctg807 nodes=10 len=12544
>ctg808 nodes=3 len=12032
>ctg809 nodes=9 len=12032
>ctg810 nodes=9 len=12032
>ctg811 nodes=12 len=12032
>ctg812 nodes=12 len=12032
>ctg813 nodes=10 len=11776
>ctg814 nodes=12 len=11776
>ctg815 nodes=12 len=15872
>ctg816 nodes=11 len=11776
>ctg817 nodes=5 len=11776
>ctg818 nodes=6 len=11776
>ctg819 nodes=11 len=11776
>ctg820 nodes=11 len=17152
>ctg821 nodes=11 len=11776
>ctg822 nodes=10 len=11776
>ctg823 nodes=3 len=12032
>ctg824 nodes=19 len=29184
>ctg825 nodes=11 len=11776
>ctg826 nodes=9 len=11776
>ctg827 nodes=11 len=11776
>ctg828 nodes=9 len=11520
>ctg829 nodes=4 len=11520
>ctg830 nodes=11 len=11520
>ctg831 nodes=10 len=22528
>ctg832 nodes=4 len=11776
>ctg833 nodes=11 len=11520
>ctg834 nodes=5 len=19200
>ctg835 nodes=8 len=11264
>ctg836 nodes=11 len=11520
>ctg837 nodes=10 len=11520
>ctg838 nodes=5 len=11264
>ctg839 nodes=8 len=11520
>ctg840 nodes=10 len=11520
>ctg841 nodes=11 len=11264
>ctg842 nodes=11 len=11264
>ctg843 nodes=10 len=11264
>ctg844 nodes=11 len=11264
>ctg845 nodes=22 len=31744
>ctg846 nodes=11 len=11264
>ctg847 nodes=4 len=11264
>ctg848 nodes=5 len=11264
>ctg849 nodes=5 len=11264
>ctg850 nodes=10 len=11264
>ctg851 nodes=17 len=20224
>ctg852 nodes=9 len=11264
>ctg853 nodes=10 len=11264
>ctg854 nodes=7 len=11264
>ctg855 nodes=12 len=13312
>ctg856 nodes=11 len=11264
>ctg857 nodes=4 len=11264
>ctg858 nodes=11 len=11264
>ctg859 nodes=10 len=11264
>ctg860 nodes=8 len=11264
>ctg861 nodes=11 len=11264
>ctg862 nodes=8 len=11264
>ctg863 nodes=10 len=11264
>ctg864 nodes=11 len=11264
>ctg865 nodes=10 len=11264
>ctg866 nodes=11 len=11264
>ctg867 nodes=25 len=29696
>ctg868 nodes=10 len=11264
>ctg869 nodes=10 len=11264
>ctg870 nodes=10 len=11264
>ctg871 nodes=11 len=11264
>ctg872 nodes=11 len=11264
>ctg873 nodes=11 len=11264
>ctg874 nodes=4 len=11008
>ctg875 nodes=8 len=11008
>ctg876 nodes=11 len=11008
>ctg877 nodes=15 len=25344
>ctg878 nodes=9 len=10752
>ctg879 nodes=6 len=11008
>ctg880 nodes=8 len=11008
>ctg881 nodes=11 len=11008
>ctg882 nodes=11 len=11008
>ctg883 nodes=7 len=17920
>ctg884 nodes=9 len=11008
>ctg885 nodes=8 len=11008
>ctg886 nodes=11 len=11008
>ctg887 nodes=10 len=11008
>ctg888 nodes=7 len=11008
>ctg889 nodes=11 len=11008
>ctg890 nodes=10 len=11008
>ctg891 nodes=14 len=40448
>ctg892 nodes=4 len=11008
>ctg893 nodes=4 len=11008
>ctg894 nodes=11 len=11008
>ctg895 nodes=10 len=11008
>ctg896 nodes=6 len=11008
>ctg897 nodes=10 len=11008
>ctg898 nodes=3 len=11264
>ctg899 nodes=11 len=11008
>ctg900 nodes=11 len=11008
>ctg901 nodes=11 len=18688
>ctg902 nodes=6 len=10752
>ctg903 nodes=10 len=10752
>ctg904 nodes=10 len=10752
>ctg905 nodes=9 len=10752
>ctg906 nodes=10 len=10752
>ctg907 nodes=8 len=10752
>ctg908 nodes=7 len=10752
>ctg909 nodes=10 len=10752
>ctg910 nodes=4 len=10752
>ctg911 nodes=5 len=15616
>ctg912 nodes=9 len=10752
>ctg913 nodes=5 len=10752
>ctg914 nodes=9 len=10752
>ctg915 nodes=4 len=10752
>ctg916 nodes=11 len=10752
>ctg917 nodes=10 len=10752
>ctg918 nodes=8 len=10752
>ctg919 nodes=7 len=10752
>ctg920 nodes=5 len=10752
>ctg921 nodes=6 len=10496
>ctg922 nodes=10 len=10752
>ctg923 nodes=11 len=10752
>ctg924 nodes=7 len=10240
>ctg925 nodes=3 len=17664
>ctg926 nodes=3 len=10240
>ctg927 nodes=5 len=10496
>ctg928 nodes=5 len=10496
>ctg929 nodes=8 len=10496
>ctg930 nodes=4 len=10240
>ctg931 nodes=10 len=10496
>ctg932 nodes=10 len=10496
>ctg933 nodes=10 len=10496
>ctg934 nodes=8 len=10496
>ctg935 nodes=4 len=10496
>ctg936 nodes=4 len=9984
>ctg937 nodes=10 len=10496
>ctg938 nodes=10 len=10496
>ctg939 nodes=10 len=10496
>ctg940 nodes=8 len=10496
>ctg941 nodes=7 len=10496
>ctg942 nodes=9 len=10496
>ctg943 nodes=8 len=10496
>ctg944 nodes=11 len=10496
>ctg945 nodes=10 len=10496
>ctg946 nodes=13 len=15104
>ctg947 nodes=11 len=10496
>ctg948 nodes=11 len=10496
>ctg949 nodes=9 len=10496
>ctg950 nodes=10 len=10240
>ctg951 nodes=10 len=10240
>ctg952 nodes=9 len=10240
>ctg953 nodes=11 len=10240
>ctg954 nodes=8 len=10240
>ctg955 nodes=10 len=10240
>ctg956 nodes=9 len=10240
>ctg957 nodes=9 len=10240
>ctg958 nodes=10 len=10240
>ctg959 nodes=7 len=10240
>ctg960 nodes=16 len=22016
>ctg961 nodes=9 len=10240
>ctg962 nodes=10 len=10240
>ctg963 nodes=10 len=10240
>ctg964 nodes=7 len=10240
>ctg965 nodes=10 len=10240
>ctg966 nodes=10 len=10240
>ctg967 nodes=10 len=10240
>ctg968 nodes=9 len=10240
>ctg969 nodes=10 len=10240
>ctg970 nodes=9 len=10240
>ctg971 nodes=9 len=10240
>ctg972 nodes=10 len=10240
>ctg973 nodes=13 len=16384
>ctg974 nodes=6 len=10240
>ctg975 nodes=10 len=10240
>ctg976 nodes=5 len=9984
>ctg977 nodes=10 len=10240
>ctg978 nodes=10 len=10240
>ctg979 nodes=5 len=10240
>ctg980 nodes=10 len=10240
>ctg981 nodes=6 len=10240
>ctg982 nodes=7 len=10240
>ctg983 nodes=3 len=10240
>ctg984 nodes=9 len=10240
>ctg985 nodes=10 len=10240
>ctg986 nodes=10 len=10240
>ctg987 nodes=13 len=15104
>ctg988 nodes=14 len=21504
>ctg989 nodes=10 len=10240
>ctg990 nodes=3 len=10240
>ctg991 nodes=10 len=10240
>ctg992 nodes=10 len=10240
>ctg993 nodes=15 len=15616
>ctg994 nodes=7 len=10240
>ctg995 nodes=4 len=10240
>ctg996 nodes=10 len=9984
>ctg997 nodes=9 len=10240
>ctg998 nodes=10 len=10240
>ctg999 nodes=6 len=9984
>ctg1000 nodes=5 len=9984
>ctg1001 nodes=10 len=9984
>ctg1002 nodes=8 len=9984
>ctg1003 nodes=10 len=9984
>ctg1004 nodes=10 len=9984
>ctg1005 nodes=8 len=9984
>ctg1006 nodes=5 len=9728
>ctg1007 nodes=9 len=9984
>ctg1008 nodes=10 len=9984
>ctg1009 nodes=9 len=9984
>ctg1010 nodes=10 len=9984
>ctg1011 nodes=8 len=9984
>ctg1012 nodes=7 len=9984
>ctg1013 nodes=9 len=9984
>ctg1014 nodes=3 len=9984
>ctg1015 nodes=10 len=9984
>ctg1016 nodes=9 len=9984
>ctg1017 nodes=10 len=9728
>ctg1018 nodes=6 len=9984
>ctg1019 nodes=12 len=15104
>ctg1020 nodes=7 len=9728
>ctg1021 nodes=8 len=9984
>ctg1022 nodes=9 len=9984
>ctg1023 nodes=10 len=9984
>ctg1024 nodes=9 len=9984
>ctg1025 nodes=4 len=9984
>ctg1026 nodes=9 len=9984
>ctg1027 nodes=10 len=9984
>ctg1028 nodes=9 len=17152
>ctg1029 nodes=9 len=9728
>ctg1030 nodes=11 len=24832
>ctg1031 nodes=10 len=9728
>ctg1032 nodes=10 len=9728
>ctg1033 nodes=10 len=9728
>ctg1034 nodes=12 len=14336
>ctg1035 nodes=9 len=9728
>ctg1036 nodes=9 len=9728
>ctg1037 nodes=7 len=9728
>ctg1038 nodes=6 len=9728
>ctg1039 nodes=10 len=9728
>ctg1040 nodes=10 len=9728
>ctg1041 nodes=6 len=9728
>ctg1042 nodes=4 len=9728
>ctg1043 nodes=4 len=9728
>ctg1044 nodes=18 len=24832
>ctg1045 nodes=9 len=16640
>ctg1046 nodes=12 len=17664
>ctg1047 nodes=9 len=9472
>ctg1048 nodes=7 len=9472
>ctg1049 nodes=4 len=9216
>ctg1050 nodes=7 len=9472
>ctg1051 nodes=5 len=9472
>ctg1052 nodes=8 len=9472
>ctg1053 nodes=8 len=9472
>ctg1054 nodes=7 len=9472
>ctg1055 nodes=3 len=9472
>ctg1056 nodes=11 len=15360
>ctg1057 nodes=4 len=9984
>ctg1058 nodes=9 len=9472
>ctg1059 nodes=11 len=11776
>ctg1060 nodes=8 len=9472
>ctg1061 nodes=5 len=9216
>ctg1062 nodes=8 len=9472
>ctg1063 nodes=8 len=9472
>ctg1064 nodes=7 len=9472
>ctg1065 nodes=3 len=9472
>ctg1066 nodes=8 len=9472
>ctg1067 nodes=9 len=9216
>ctg1068 nodes=8 len=9216
>ctg1069 nodes=9 len=9216
>ctg1070 nodes=8 len=9216
>ctg1071 nodes=8 len=9216
>ctg1072 nodes=9 len=9216
>ctg1073 nodes=8 len=9216
>ctg1074 nodes=9 len=9216
>ctg1075 nodes=11 len=13312
>ctg1076 nodes=9 len=9216
>ctg1077 nodes=9 len=9216
>ctg1078 nodes=6 len=8960
>ctg1079 nodes=9 len=8960
>ctg1080 nodes=4 len=9216
>ctg1081 nodes=9 len=9216
>ctg1082 nodes=7 len=9216
>ctg1083 nodes=9 len=9216
>ctg1084 nodes=8 len=9216
>ctg1085 nodes=9 len=9216
>ctg1086 nodes=11 len=17920
>ctg1087 nodes=8 len=9216
>ctg1088 nodes=6 len=9216
>ctg1089 nodes=7 len=9216
>ctg1090 nodes=4 len=9216
>ctg1091 nodes=9 len=9216
>ctg1092 nodes=9 len=9216
>ctg1093 nodes=8 len=9216
>ctg1094 nodes=7 len=9216
>ctg1095 nodes=8 len=9216
>ctg1096 nodes=9 len=9216
>ctg1097 nodes=8 len=9216
>ctg1098 nodes=9 len=9216
>ctg1099 nodes=8 len=9216
>ctg1100 nodes=8 len=8192
>ctg1101 nodes=8 len=9216
>ctg1102 nodes=9 len=9216
>ctg1103 nodes=8 len=9216
>ctg1104 nodes=9 len=9216
>ctg1105 nodes=9 len=9216
>ctg1106 nodes=6 len=9216
>ctg1107 nodes=9 len=9216
>ctg1108 nodes=4 len=8960
>ctg1109 nodes=9 len=9216
>ctg1110 nodes=9 len=9216
>ctg1111 nodes=9 len=9216
>ctg1112 nodes=7 len=9216
>ctg1113 nodes=9 len=9216
>ctg1114 nodes=4 len=9216
>ctg1115 nodes=3 len=9216
>ctg1116 nodes=9 len=9216
>ctg1117 nodes=9 len=9216
>ctg1118 nodes=4 len=9216
>ctg1119 nodes=16 len=19456
>ctg1120 nodes=8 len=9216
>ctg1121 nodes=16 len=28160
>ctg1122 nodes=8 len=9216
>ctg1123 nodes=8 len=9216
>ctg1124 nodes=11 len=12032
>ctg1125 nodes=9 len=9216
>ctg1126 nodes=12 len=13568
>ctg1127 nodes=7 len=9216
>ctg1128 nodes=8 len=9216
>ctg1129 nodes=8 len=9216
>ctg1130 nodes=6 len=9216
>ctg1131 nodes=9 len=9216
>ctg1132 nodes=9 len=9216
>ctg1133 nodes=9 len=9216
>ctg1134 nodes=9 len=9216
>ctg1135 nodes=6 len=9216
>ctg1136 nodes=5 len=7936
>ctg1137 nodes=9 len=9216
>ctg1138 nodes=9 len=9216
>ctg1139 nodes=7 len=9216
>ctg1140 nodes=9 len=9216
>ctg1141 nodes=6 len=9216
>ctg1142 nodes=7 len=9216
>ctg1143 nodes=9 len=9216
>ctg1144 nodes=9 len=9216
>ctg1145 nodes=9 len=9216
>ctg1146 nodes=8 len=9216
>ctg1147 nodes=9 len=9216
>ctg1148 nodes=9 len=9216
>ctg1149 nodes=8 len=9216
>ctg1150 nodes=9 len=9216
>ctg1151 nodes=6 len=9216
>ctg1152 nodes=8 len=8960
>ctg1153 nodes=9 len=8960
>ctg1154 nodes=9 len=8960
>ctg1155 nodes=8 len=8960
>ctg1156 nodes=9 len=8960
>ctg1157 nodes=9 len=8960
>ctg1158 nodes=8 len=8960
>ctg1159 nodes=6 len=8960
>ctg1160 nodes=10 len=17664
>ctg1161 nodes=8 len=8960
>ctg1162 nodes=8 len=8960
>ctg1163 nodes=8 len=8960
>ctg1164 nodes=6 len=8960
>ctg1165 nodes=9 len=8960
>ctg1166 nodes=9 len=8960
>ctg1167 nodes=9 len=8960
>ctg1168 nodes=9 len=8960
>ctg1169 nodes=8 len=8960
>ctg1170 nodes=9 len=8960
>ctg1171 nodes=9 len=8960
>ctg1172 nodes=4 len=16896
>ctg1173 nodes=9 len=8960
>ctg1174 nodes=14 len=15872
>ctg1175 nodes=9 len=8960
>ctg1176 nodes=6 len=8960
>ctg1177 nodes=9 len=8960
>ctg1178 nodes=9 len=8960
>ctg1179 nodes=10 len=11520
>ctg1180 nodes=9 len=8960
>ctg1181 nodes=9 len=8960
>ctg1182 nodes=5 len=8960
>ctg1183 nodes=15 len=18432
>ctg1184 nodes=9 len=8960
>ctg1185 nodes=13 len=13568
>ctg1186 nodes=8 len=8960
>ctg1187 nodes=9 len=8960
>ctg1188 nodes=8 len=8704
>ctg1189 nodes=9 len=8960
>ctg1190 nodes=9 len=8960
>ctg1191 nodes=3 len=8960
>ctg1192 nodes=9 len=8960
>ctg1193 nodes=9 len=15616
>ctg1194 nodes=6 len=8960
>ctg1195 nodes=9 len=8960
>ctg1196 nodes=8 len=8704
>ctg1197 nodes=9 len=8960
>ctg1198 nodes=7 len=8960
>ctg1199 nodes=9 len=8960
>ctg1200 nodes=8 len=8960
>ctg1201 nodes=8 len=8960
>ctg1202 nodes=9 len=8960
>ctg1203 nodes=6 len=8960
>ctg1204 nodes=6 len=8192
>ctg1205 nodes=9 len=8960
>ctg1206 nodes=9 len=8960
>ctg1207 nodes=9 len=8960
>ctg1208 nodes=6 len=8960
>ctg1209 nodes=5 len=8960
>ctg1210 nodes=9 len=8960
>ctg1211 nodes=8 len=8960
>ctg1212 nodes=9 len=8960
>ctg1213 nodes=6 len=8704
>ctg1214 nodes=6 len=8448
>ctg1215 nodes=15 len=17920
>ctg1216 nodes=8 len=8704
>ctg1217 nodes=11 len=14336
>ctg1218 nodes=8 len=8704
>ctg1219 nodes=8 len=8704
>ctg1220 nodes=6 len=8704
>ctg1221 nodes=5 len=8704
>ctg1222 nodes=7 len=8704
>ctg1223 nodes=8 len=8704
>ctg1224 nodes=13 len=14592
>ctg1225 nodes=5 len=8704
>ctg1226 nodes=8 len=8704
>ctg1227 nodes=8 len=8704
>ctg1228 nodes=3 len=8704
>ctg1229 nodes=9 len=8704
>ctg1230 nodes=9 len=8704
>ctg1231 nodes=8 len=8704
>ctg1232 nodes=3 len=8704
>ctg1233 nodes=9 len=8704
>ctg1234 nodes=8 len=8704
>ctg1235 nodes=4 len=8704
>ctg1236 nodes=7 len=8704
>ctg1237 nodes=5 len=8704
>ctg1238 nodes=4 len=8704
>ctg1239 nodes=9 len=8704
>ctg1240 nodes=8 len=8704
>ctg1241 nodes=4 len=8192
>ctg1242 nodes=8 len=8448
>ctg1243 nodes=8 len=8448
>ctg1244 nodes=3 len=10240
>ctg1245 nodes=12 len=16896
>ctg1246 nodes=7 len=8448
>ctg1247 nodes=8 len=8448
>ctg1248 nodes=6 len=8448
>ctg1249 nodes=8 len=8448
>ctg1250 nodes=3 len=8448
>ctg1251 nodes=8 len=8448
>ctg1252 nodes=12 len=12544
>ctg1253 nodes=8 len=8448
>ctg1254 nodes=8 len=8448
>ctg1255 nodes=7 len=8448
>ctg1256 nodes=8 len=8448
>ctg1257 nodes=7 len=8448
>ctg1258 nodes=5 len=7680
>ctg1259 nodes=8 len=8448
>ctg1260 nodes=7 len=8448
>ctg1261 nodes=11 len=13312
>ctg1262 nodes=16 len=21760
>ctg1263 nodes=8 len=8704
>ctg1264 nodes=3 len=8448
>ctg1265 nodes=8 len=8448
>ctg1266 nodes=5 len=8448
>ctg1267 nodes=6 len=8448
>ctg1268 nodes=8 len=11264
>ctg1269 nodes=6 len=8448
>ctg1270 nodes=9 len=18688
>ctg1271 nodes=3 len=8448
>ctg1272 nodes=7 len=8448
>ctg1273 nodes=6 len=8192
>ctg1274 nodes=7 len=8448
>ctg1275 nodes=8 len=8448
>ctg1276 nodes=8 len=8192
>ctg1277 nodes=7 len=8192
>ctg1278 nodes=9 len=8192
>ctg1279 nodes=8 len=8192
>ctg1280 nodes=8 len=8192
>ctg1281 nodes=8 len=8192
>ctg1282 nodes=8 len=8192
>ctg1283 nodes=8 len=8448
>ctg1284 nodes=8 len=8192
>ctg1285 nodes=5 len=8192
>ctg1286 nodes=3 len=8192
>ctg1287 nodes=8 len=8192
>ctg1288 nodes=8 len=8192
>ctg1289 nodes=8 len=8192
>ctg1290 nodes=8 len=8192
>ctg1291 nodes=8 len=8192
>ctg1292 nodes=8 len=8448
>ctg1293 nodes=8 len=8192
>ctg1294 nodes=8 len=8192
>ctg1295 nodes=8 len=8192
>ctg1296 nodes=4 len=8192
>ctg1297 nodes=8 len=8192
>ctg1298 nodes=8 len=8192
>ctg1299 nodes=7 len=8192
>ctg1300 nodes=8 len=8192
>ctg1301 nodes=8 len=8192
>ctg1302 nodes=7 len=8192
>ctg1303 nodes=8 len=8192
>ctg1304 nodes=8 len=8192
>ctg1305 nodes=13 len=14336
>ctg1306 nodes=8 len=8192
>ctg1307 nodes=8 len=8192
>ctg1308 nodes=8 len=8192
>ctg1309 nodes=8 len=8192
>ctg1310 nodes=8 len=8192
>ctg1311 nodes=7 len=8192
>ctg1312 nodes=8 len=8192
>ctg1313 nodes=9 len=8192
>ctg1314 nodes=8 len=8192
>ctg1315 nodes=8 len=8192
>ctg1316 nodes=8 len=8192
>ctg1317 nodes=8 len=8192
>ctg1318 nodes=8 len=8192
>ctg1319 nodes=8 len=8192
>ctg1320 nodes=8 len=8192
>ctg1321 nodes=8 len=8192
>ctg1322 nodes=7 len=8192
>ctg1323 nodes=8 len=8192
>ctg1324 nodes=5 len=8192
>ctg1325 nodes=8 len=8192
>ctg1326 nodes=8 len=8192
>ctg1327 nodes=8 len=8192
>ctg1328 nodes=8 len=8192
>ctg1329 nodes=3 len=8192
>ctg1330 nodes=10 len=10496
>ctg1331 nodes=8 len=8192
>ctg1332 nodes=5 len=8192
>ctg1333 nodes=8 len=7936
>ctg1334 nodes=8 len=8192
>ctg1335 nodes=8 len=8192
>ctg1336 nodes=8 len=8192
>ctg1337 nodes=7 len=8192
>ctg1338 nodes=4 len=8192
>ctg1339 nodes=7 len=8192
>ctg1340 nodes=8 len=8192
>ctg1341 nodes=7 len=8192
>ctg1342 nodes=8 len=8192
>ctg1343 nodes=8 len=8192
>ctg1344 nodes=7 len=8192
>ctg1345 nodes=8 len=8192
>ctg1346 nodes=8 len=8192
>ctg1347 nodes=8 len=8192
>ctg1348 nodes=8 len=8192
>ctg1349 nodes=4 len=8192
>ctg1350 nodes=5 len=8192
>ctg1351 nodes=7 len=8192
>ctg1352 nodes=8 len=8192
>ctg1353 nodes=8 len=8192
>ctg1354 nodes=6 len=8192
>ctg1355 nodes=8 len=8192
>ctg1356 nodes=8 len=8192
>ctg1357 nodes=7 len=8192
>ctg1358 nodes=5 len=8192
>ctg1359 nodes=8 len=8192
>ctg1360 nodes=8 len=8192
>ctg1361 nodes=8 len=8192
>ctg1362 nodes=8 len=8192
>ctg1363 nodes=6 len=7936
>ctg1364 nodes=8 len=8192
>ctg1365 nodes=8 len=8192
>ctg1366 nodes=8 len=8192
>ctg1367 nodes=6 len=8192
>ctg1368 nodes=7 len=8192
>ctg1369 nodes=7 len=8192
>ctg1370 nodes=6 len=8192
>ctg1371 nodes=7 len=8192
>ctg1372 nodes=8 len=8192
>ctg1373 nodes=5 len=8192
>ctg1374 nodes=8 len=8192
>ctg1375 nodes=3 len=8192
>ctg1376 nodes=8 len=8192
>ctg1377 nodes=8 len=8192
>ctg1378 nodes=8 len=8192
>ctg1379 nodes=8 len=8192
>ctg1380 nodes=6 len=8192
>ctg1381 nodes=8 len=8192
>ctg1382 nodes=8 len=8192
>ctg1383 nodes=7 len=8192
>ctg1384 nodes=10 len=12544
>ctg1385 nodes=7 len=8192
>ctg1386 nodes=10 len=11008
>ctg1387 nodes=8 len=8192
>ctg1388 nodes=8 len=8192
>ctg1389 nodes=8 len=8192
>ctg1390 nodes=8 len=8192
>ctg1391 nodes=8 len=8192
>ctg1392 nodes=7 len=8192
>ctg1393 nodes=8 len=8192
>ctg1394 nodes=8 len=8192
>ctg1395 nodes=8 len=8192
>ctg1396 nodes=9 len=8192
>ctg1397 nodes=8 len=8192
>ctg1398 nodes=7 len=8192
>ctg1399 nodes=8 len=8192
>ctg1400 nodes=8 len=8192
>ctg1401 nodes=7 len=8192
>ctg1402 nodes=7 len=8192
>ctg1403 nodes=8 len=8192
>ctg1404 nodes=8 len=8192
>ctg1405 nodes=6 len=8192
>ctg1406 nodes=11 len=13568
>ctg1407 nodes=7 len=7936
>ctg1408 nodes=7 len=8192
>ctg1409 nodes=6 len=8192
>ctg1410 nodes=4 len=8192
>ctg1411 nodes=8 len=8192
>ctg1412 nodes=8 len=8192
>ctg1413 nodes=4 len=8192
>ctg1414 nodes=11 len=13824
>ctg1415 nodes=8 len=8192
>ctg1416 nodes=7 len=8192
>ctg1417 nodes=4 len=8192
>ctg1418 nodes=6 len=8192
>ctg1419 nodes=8 len=8192
>ctg1420 nodes=6 len=8192
>ctg1421 nodes=8 len=8192
>ctg1422 nodes=8 len=8192
>ctg1423 nodes=8 len=8192
>ctg1424 nodes=5 len=8192
>ctg1425 nodes=8 len=8192
>ctg1426 nodes=8 len=8192
>ctg1427 nodes=6 len=7936
>ctg1428 nodes=5 len=7680
>ctg1429 nodes=8 len=7936
>ctg1430 nodes=8 len=7936
>ctg1431 nodes=8 len=7936
>ctg1432 nodes=7 len=8192
>ctg1433 nodes=8 len=7936
>ctg1434 nodes=5 len=7936
>ctg1435 nodes=8 len=7936
>ctg1436 nodes=8 len=7936
>ctg1437 nodes=8 len=7936
>ctg1438 nodes=8 len=7936
>ctg1439 nodes=8 len=7936
>ctg1440 nodes=9 len=12288
>ctg1441 nodes=8 len=7936
>ctg1442 nodes=8 len=7936
>ctg1443 nodes=5 len=7936
>ctg1444 nodes=7 len=7936
>ctg1445 nodes=4 len=7936
>ctg1446 nodes=8 len=7936
>ctg1447 nodes=8 len=7936
>ctg1448 nodes=8 len=7936
>ctg1449 nodes=8 len=7936
>ctg1450 nodes=8 len=7936
>ctg1451 nodes=9 len=7936
>ctg1452 nodes=8 len=7936
>ctg1453 nodes=8 len=7936
>ctg1454 nodes=8 len=7936
>ctg1455 nodes=4 len=7936
>ctg1456 nodes=12 len=16128
>ctg1457 nodes=7 len=7936
>ctg1458 nodes=8 len=7936
>ctg1459 nodes=11 len=17152
>ctg1460 nodes=8 len=7936
>ctg1461 nodes=8 len=7936
>ctg1462 nodes=8 len=7936
>ctg1463 nodes=4 len=7936
>ctg1464 nodes=3 len=7936
>ctg1465 nodes=7 len=7936
>ctg1466 nodes=8 len=7936
>ctg1467 nodes=8 len=7936
>ctg1468 nodes=4 len=7936
>ctg1469 nodes=7 len=7936
>ctg1470 nodes=7 len=7936
>ctg1471 nodes=7 len=7680
>ctg1472 nodes=8 len=7936
>ctg1473 nodes=8 len=7936
>ctg1474 nodes=8 len=7936
>ctg1475 nodes=13 len=13056
>ctg1476 nodes=8 len=7936
>ctg1477 nodes=7 len=7936
>ctg1478 nodes=7 len=7936
>ctg1479 nodes=8 len=7936
>ctg1480 nodes=7 len=7936
>ctg1481 nodes=8 len=7936
>ctg1482 nodes=8 len=7936
>ctg1483 nodes=7 len=7936
>ctg1484 nodes=8 len=7936
>ctg1485 nodes=8 len=7936
>ctg1486 nodes=8 len=7936
>ctg1487 nodes=5 len=7680
>ctg1488 nodes=9 len=14592
>ctg1489 nodes=7 len=7936
>ctg1490 nodes=8 len=7936
>ctg1491 nodes=8 len=7936
>ctg1492 nodes=8 len=7936
>ctg1493 nodes=8 len=7936
>ctg1494 nodes=7 len=7936
>ctg1495 nodes=7 len=7680
>ctg1496 nodes=3 len=7936
>ctg1497 nodes=6 len=7936
>ctg1498 nodes=8 len=7936
>ctg1499 nodes=7 len=7680
>ctg1500 nodes=7 len=7680
>ctg1501 nodes=7 len=7680
>ctg1502 nodes=6 len=7680
>ctg1503 nodes=8 len=7680
>ctg1504 nodes=7 len=7680
>ctg1505 nodes=7 len=7680
>ctg1506 nodes=7 len=21760
>ctg1507 nodes=4 len=7680
>ctg1508 nodes=5 len=7680
>ctg1509 nodes=6 len=7680
>ctg1510 nodes=6 len=7680
>ctg1511 nodes=7 len=7680
>ctg1512 nodes=15 len=17408
>ctg1513 nodes=7 len=7680
>ctg1514 nodes=4 len=7424
>ctg1515 nodes=8 len=7680
>ctg1516 nodes=8 len=7680
>ctg1517 nodes=7 len=7680
>ctg1518 nodes=7 len=7680
>ctg1519 nodes=5 len=7680
>ctg1520 nodes=3 len=7680
>ctg1521 nodes=14 len=13568
>ctg1522 nodes=6 len=7680
>ctg1523 nodes=8 len=7680
>ctg1524 nodes=7 len=7680
>ctg1525 nodes=6 len=7680
>ctg1526 nodes=7 len=7680
>ctg1527 nodes=7 len=7680
>ctg1528 nodes=11 len=17920
>ctg1529 nodes=8 len=7680
>ctg1530 nodes=7 len=7680
>ctg1531 nodes=7 len=7680
>ctg1532 nodes=8 len=7680
>ctg1533 nodes=7 len=7680
>ctg1534 nodes=6 len=7680
>ctg1535 nodes=7 len=7424
>ctg1536 nodes=4 len=7680
>ctg1537 nodes=8 len=7680
>ctg1538 nodes=6 len=7680
>ctg1539 nodes=7 len=7680
>ctg1540 nodes=5 len=7168
>ctg1541 nodes=7 len=7424
>ctg1542 nodes=6 len=7424
>ctg1543 nodes=4 len=7424
>ctg1544 nodes=6 len=7168
>ctg1545 nodes=4 len=7424
>ctg1546 nodes=5 len=7424
>ctg1547 nodes=6 len=7424
>ctg1548 nodes=6 len=5888
>ctg1549 nodes=3 len=7424
>ctg1550 nodes=3 len=7424
>ctg1551 nodes=6 len=7424
